Sr. No.,Barcode,Brand,Product Name,Weight,Category,Retail Price,Photograhy,Shopify,Product Picture in Shopify,Categorization
1017,5413855000050,Marmara,Scratched Green Olives,800g,Veggies,2.99,Done,Done ,,
1018,8692888625820,Marmara,Pitted Green Olives,1250g,Veggies,5.99,Done,Done ,,
1019,4260616120912,Marmara,Green Olives Stuffed with Red Pepper,1.25kg,Veggies,5.99,Done,Done ,,
1020,8006403000151,Marmara,Whole Ripe Olives,800g,Veggies,2.99,Done,Done ,,
1021,4260441683583,Marmara,Whole Ripe Olives,1.25kg,Veggies,5.99,Done,Done ,,
1022,8000024660015,Marmara,Pitted Black Olives,1.25kg,Veggies,5.99,Done,Done ,,
1023,9120018533596,Marmara,Pitted Black Olives,820g,Veggies,2.99,Done,Done ,,
1024,9120018533664,Marmara,Kalamata Olives,1250g,Veggies,5.99,Done,Done ,Done,
1025,4260616120899,Marmarabirlik,Gold Dogal Siyah Zeytin Salamura,800g,Veggies,5.99,Done,Done ,Done,
1026,5413855000043,Marmarabirlik,Az Tuzlu Dogal Siyah Zeytin Salamura,800g,Veggies,5.99,Done,Done ,Done,
1027,8000024660022,Omega,Nussmix Gerostete und Gesalzen ,200g,Dry Fruits,2.49,Done,Done ,,
1028,3223920720125,Omega,Kapur Cekirdegi Kavrulmus ve Tuzlu,200g,Dry Fruits,1.49,Done,Done ,,
1029,3223920690121,Omega,Kitir Kicherebsen,200g,Dry Fruits,1.49,Done,Done ,,
1030,8690804027857,Omega,Kübrlskerne - Pompoenpitten ,200g,Dry Fruits,2.49,Done,Done ,,
1031,8690804027840,Omega,Party Mix,150g,Dry Fruits,2.19,Done,Done ,,
1032,3039826000311,Omega,Gelbe Kichererbsen (Geslzen),200g,Dry Fruits,1.99,Done,Done ,,
1033,8690840183999,Omega,Weibe Kichererbsen,200g,Dry Fruits,2.19,Done,Done ,,
1034,8690840185139,Gürsoy,Roasted Hazelnut Kernels,500g,Dry Fruits,6.99,Done,Done ,Done,
1035,8690840183326,Gürsoy,Roasted Hazelnut Kernels,180g,Dry Fruits,3.49,Done,Done ,Done,
1036,8690840041763,Heliosnuts,Kürbiskerne,350g,Dry Fruits,4.99,Done,Done ,Done,
1037,8690840185122,Mercan,Kabak Cekirdegi Tuzlu ,140g,Dry Fruits,1.49,Done,Done ,,
1038,8690804035166,Harika,Roasted Corn,250g,Dry Fruits,0.99,Done,Done ,Done,
1039,8681330541320,Ulker,En Tatli Sabahlar Cokokrem Baslar,400g,Chocolate & Biscuits,2.29,Done,Done ,Done,
1040,8680057481513,Sekeroglu,Traditional Dibek Coffee,250g,Coffee,3.99,Done,Done ,Done,
1041,8692888604719,Sekeroglu,Osmali Kahvesi Ottoman Coffee,250g,Coffee,3.99,Done,Done ,Done,
1042,8690804035159,Sottos,Türk Kahvesi - Turkish Fined Ground Coffee,250g,Coffee,5.99,Done,Done ,Done,
1043,8681330541344,Kurukahveci ,Turkish Coffee,100g,Coffee,1.99,Done,Done ,Done,
1044,8690804001055,Kahve Dünyasi,3 in 1 Arada Klasik ,144g,Coffee,2.19,Done,Done ,Done,
1045,4012625490711,Kahve Dünyasi,3 in 1 Arada Findik Aromali,144g,Coffee,2.19,Done,Done ,Done,
1046,8009346005023,Ciloglu,Ottoman Coffee with Cardamom Flavor,200g,Coffee,2.49,Done,Done ,Done,
1047,4012625536150,Osso ,Osmanli Kahvesi,200g,Coffee,2.99,Done,Done ,Done,
1048,8690804331022,Ulker,Cafe Crown Latte x 10 Pieces,170g,Coffee,2.49,Done,Done ,Done,
1049,4012625419002,Ciloglu,Turkish Coffee Milled,250g,Coffee,2.99,Done,Done ,Done,
1050,5201073100504,Floret,Turkischer Kaffee,500g,Coffee,4.49,Done,Done ,,
1051,8690819122066,Ulker,Cafe Crown Sade,110g,Coffee,2.99,Done,Done ,Done,
1052,4260193519529,Ulker,Cafe Crown Hazelnut,180g,Coffee,2.99,Done,Done ,Done,
1053,8690804354564,Ulker,Cafe Crown Sade,11g,Coffee,0.49,Done,Done ,Done,
1054,4012625536068,Ulker,Cafe Crown Latte ,17g,Coffee,0.49,Done,Done ,Done,
1055,8690804345036,Ulker,Cafe Crown Hazelnut,18g,Coffee,0.49,Done,Done ,Done,
1056,4012625536242,Favero,Yellow Corn Flour,1kg,Flour,1.99,Done,Done ,Done,
1057,5053990127641,Angelo,Semoule - MiddleGroot,1kg,Flour,2.99,Done,Done ,Done,
1058,5053990127733,Buhara,Paniermehl,750g,Flour,1.99,Done,Done ,Done,
1059,8690840042753,Del Katessa,Polenta Bramata,1000g,Flour,2.19,Done,Done ,Done,
1060,8690840214792,Perteghella,Soft Wheat Flour - Type 00,1kg,Flour,1.99,Done,Done ,,
1061,8690840042692,Degirmenci,Weizen Mehl Type - 405,1kg,Flour,0.99,Done,Done ,Done,
1062,8690840215010,Suntat,Mais Mehl - Corn Flour,1000g,Flour,2.99,Done,Done ,Done,
1063,8690840042470,Natura,Yellow Corn Flour with Pourpolenta,1000g,Flour,2.99,Done,Done ,Done,
1064,8690840215027,Natura,White Corn Flour,1000g,Flour,2.99,Done,Done ,Done,
1065,8681451516412,Del Katessa,Polenta Instant Maismehl,400g,Flour,1.99,Done,Done ,Done,
1066,8681451519512,Angelo,Semoule - Harde Tarwegriesmeel Fine,1kg,Flour,2.99,Done,Done ,Done,
1067,4260667062056,Suntat,Polenta Maisgriess Semoule de Mais,1000g,Flour,3.19,Done,Done ,Done,
1068,8690840966158,Suntat,Bulgur - Durum Wheat Fine,500g,Flour,3.29,Done,Done ,Done,
1069,8690840966127,Suntat,Bulgur - Coarsed Durum Wheat,250g,Flour,1.99,Done,Done ,,
1070,8690840966134,Ferrero,Couscous Medium ,500g,Flour,1.99,Done,Done ,,
1071,8690840966141,Ferrero,Couscous Medium ,1kg,Flour,2.99,Done,Done ,Done,
1072,8690840228362,Suntat,Couscous Fin Original,1000g,Flour,2.49,Done,Done ,Done,
1073,8690840226832,Suntat,Couscous Fin Original,500g,Flour,1.49,Done,Done ,,
1074,8690840226870,Vivien Paille,Couscous - Medium Grain,500g,Flour,1.99,Done,Done ,Done,
1075,3116740036357,Ulker,Mix Fruit Flavor Candies,350g,Chocolate & Biscuits,1.29,Done,Done ,Done,
1076,8680853000666,Ulker,Soft Candies,225g,Chocolate & Biscuits,0.99,Done,Done ,Done,
1077,8680853000635,Ulker,Mastic Flavor Soft Candies,225g,Chocolate & Biscuits,0.99,Done,Done ,Done,
1078,8695336109194,Ulker,Red Fruit Flavor Candies,225g,Chocolate & Biscuits,0.99,Done,Done ,Done,
1079,8693891400527,Ulker,Soft Candies with Milk,225g,Chocolate & Biscuits,0.99,Done,Done ,Done,
1080,8693891400374,Suntat,Paprika Getrocknet,40g,Veggies,0.99,Done,Done ,,
1081,8690508601681,Tarilya,Vineleaves Cooked and Salted,350g,Veggies,1.29,Done,Done ,,
1082,8690103292390,Suntat,Dried Peppers,40g,Veggies,2.99,Done,Done ,Done,
1083,8690635030873,Buhara,Mild Dried Paprika,25 Pieces,Veggies,3.99,Done,Done ,Done,
1084,8690103292437,Suntat,Dried Eggplants,50g,Veggies,2.99,Done,Done ,Done,
1085,8695336109163,Trilya,Vineleaves Cooked and Salted,650g,Veggies,8.99,Done,Done ,Done,
1086,4260467599523,Suntat,Dried Okra,100g,Veggies,3.49,Done,Done ,Done,
1087,8693891195942,Evcen,Dried Zucchini,60g,Veggies,2.99,Done,Done ,Done,
1088,8690635063048,Trilya,Olive Pomace Oil,1l,Oil & Vinegar,4.99,Done,Done ,Done,
1089,8690635063024,Marmara,Riviera Zeytinayagi,1000ml,Oil & Vinegar,4.99,Done,Done ,Done,
1090,8690804402401,Suntat,Olivenol,750ml,Oil & Vinegar,6.99,Done,Done ,Done,
1091,8690508101426,Marmara,Zeytinyagi Extra Virgin Olive Oil,750ml,Oil & Vinegar,5.19,Done,Done ,,
1092,8690508101419,Calamata ,Extra Virgin Olive Oil,1L,Oil & Vinegar,12.99,Done,Done ,Done,
1093,8690804506406,Kristal ,Extra Virgin Olive Oil,1000ml,Oil & Vinegar,11.99,Done,Done ,Done,
1094,8690804406607,Marmara,Oliventresteröl Olive Oil,750ml,Oil & Vinegar,4.99,Done,Done ,,Not Done
1095,9120018533718,Destan,Olive Pomace Oil,1L,Oil & Vinegar,6.99,Done,Done ,,
1096,9120018535545,Suntat,Misir Yagi,1L,Oil & Vinegar,3.99,Done,Done ,Done,
1097,9120018533695,Marmara,Sunflower Oil 100% Refined,1L,Oil & Vinegar,4.29,Done,Done ,Done,Not Done
1098,5000112547146,Suntat,Sunflower Oil  ,920ml,Oil & Vinegar,3.99,Done,Done ,Done,
1099,9120018535569,Marmara,Extra Virgin Olive Oil with Garlic Flavour,250ml,Oil & Vinegar,2.99,Done,Done ,,
1100,8690723163506,Pringles,Cheese & Onion Chips,165g,Chips,2.29,Done,Done ,Done,
1101,8692813003907,Pringles,Salt & Vinegar,165g,Chips,1.29,Done,Done ,Done,
1102,8692888606218,Ulker,Soft Candies with Fruit Juice,200g,Chocolate & Biscuits,1.29,Done,Done ,Done,
1103,8690804035418,Ulker,Filled Sticks - Blueberry and Lemon,225g,Chocolate & Biscuits,1.29,Done,Done ,Done,
1104,8692888602388,Ulker,Fruit Flavor Soft Candy with Fruit Juice,200g,Chocolate & Biscuits,1.29,Done,Done ,Done,
1105,8693891700818,Ulker,Filled Sticks - Cola,225g,Chocolate & Biscuits,1.29,Done,Done ,Done,
1106,8682631800925,Ulker,Sour Flashes Candy,200g,Chocolate & Biscuits,1.29,Done,Done ,Done,
1107,8695820006466,Ulker,Filled Sticks - Watermelon Flavored,225g,Chocolate & Biscuits,1.29,Done,Done ,Done,
1108,8693891700801,Toybox,Cotton Candy,35g,Chocolate & Biscuits,1.99,Done,Done ,Done,
1109,8692888625165,Toybox,Jelly Bears,75g,Chocolate & Biscuits,1.99,Done,Done ,Done,
1110,8692888625202,4Bro,Reelz - Choc Peanut Mix,35g,Chocolate & Biscuits,0.79,Done,Done ,Done,
1111,8692888625233,Ulker ,Mastic Flavor Sugarfree Chewing Gum,112g,Chocolate & Biscuits,0.29,Done,Done ,Done,
1112,8690804035869,Ulker,Strawberry Flavor Sugarfree Chewing Gum,112g,Chocolate & Biscuits,0.29,Done,Done ,Done,
1113,8695820003540,Ulker,Carbonated Flavor Sugarfree Chewing Gum,112g,Chocolate & Biscuits,0.29,Done,Done ,Done,
1114,8692888602319,Ulker,Peppermint Flavor Sugarfree Chewing Gum,112g,Chocolate & Biscuits,0.29,Done,Done ,Done,
1115,8692888602340,Ulker,Oneo Bubble Milkshake Chewing Gum,76g,Chocolate & Biscuits,0.49,Done,Done ,Done,
1116,8692888621471,Ulker,Oneo Mastik Flavor Chewing Gum,50g,Chocolate & Biscuits,0.49,Done,Done ,Done,
1117,8692888602302,Ulker,Oneo Strawberry Flavored Chewing Gum,50g,Chocolate & Biscuits,0.49,Done,Done ,Done,
1118,8692888602326,Lutti,Tubble Gum Mango - Bubble Gum,35g ,Chocolate & Biscuits,0.29,Done,Done ,Done,
1119,8692888602913,Dolunay,Pezik Tursusu,300g,Veggies,4.99,Done,Done ,Done,
1120,8692888601527,Dolunay,Pezik Tursusu,5000g,Veggies,6.99,Done,Done ,Done,
1121,8682631800741,Bagci,Kirma Yesil Zeytin,700g,Veggies,4.99,Done,Done ,Done,
1122,8691375642982,Oncu,Black Olives,500g,Veggies,2.49,Done,Done ,Done,
1123,8690504642978,Oncu,Green Olives,900g,Veggies,2.49,Done,Done ,Done,
1124,8690504650362,Tukas ,Mild Pepper Paste,700g,Veggies,3.99,Done,Done ,Done,
1125,8690536901722,Marmarabirlik,Kuru Sele Dogak Siyah Zeytin,400g,Veggies,2.79,Done,Done ,Done,
1126,8690536905546,Tat,Tomato Paste,830g,Sauce,3.49,Done,Done ,Done,
1127,8690637973192,Marmarabirlik,Kuru Sele Dogak Siyah Zeytin,800g,Veggies,4.99,Done,Done ,Done,
1128,8690637957000,Bagci,Gemlik Siyah Zeytin,700g,Veggies,4.99,Done,Done ,Done,
1129,8690637907630,Yorem,Red Pepper Sauce,1200g,Sauce,3.99,Done,Done ,Done,
1130,8690637956980,Tat,Boied Borlotti Beans,800g,Lentins,1.29,Done,Done ,,
1131,8690536081004,Oncu,Tatli Biber Salcasi,700g,Sauce,3.99,Done,Done ,Done,
1132,8690536904716,Tat,Boiled Chickpeas,800g,Lentins,1.29,Done,Done ,Done,
1133,8690536923649,Tat,Boiled White Beans,800g,Lentins,1.29,Done,Done ,Done,
1134,8690536076123,Suntat,Tomato Paste,800g,Sauce,3.19,Done,Done ,Done,
1135,8690536905553,Tukas ,Tomato Paste,830g,Sauce,2.99,Done,Done ,Done,
1136,8697713836068,Tukas ,Tomato Paste,700g,Sauce,3.99,Done,Done ,Done,
1137,8691685019283,Suntat,White Beans,800g,Lentins,1.49,Done,Done ,,
1138,8690637530883,Suntat,Chickpeas,850g,Lentins,1.49,Done,Done ,,
1139,8691685019306,Lotte,Aloevera Kiwi Flavour ,240ml,Drinks,1.29,Done,Done ,Done,
1140,8691685019290,Lotte,Aloevera Grape Flavour ,240ml,Drinks,1.29,Done,Done ,Done,
1141,8690637530906,Lotte,Aloevera Pineapple Flavour ,240ml,Drinks,1.29,Done,Done ,Done,
1142,8691541296094,Lotte,Aloevera Pomogranate Flavour ,240ml,Drinks,1.29,Done,Done ,Done,
1143,8691685019399,The Coca Cola,Cherry Coca Cola ,0.33L,Drinks,0.99,Done,Done ,Done,
1144,8690625010014,Lotte,Aloevera Pomogranate Flavour ,0.5L,Drinks,1.99,Done,Done ,Done,
1145,8691685002612,Suntat,Uludag Gazoz ,1L,Drinks,1.69,Done,Done ,Done,
1146,8690605670016,Kizilay,Visne Zengin Magnezyumlu,200ml,Drinks,0.79,Done,Done ,Done,
1147,8690506492083,Buhara,Red Peper Flakes Super Hot,300g,Spices,3.49,Done,Done ,Done,
1148,8691685015094,Suntat,Mixed Spices for Meatball Turkish Taste,100g,Spices,1.99,Done,Done ,,
1149,3289070103003,Buhara,Cig Kofte Seti ,500g,Pre-Mix,3.49,Done,Done ,Done,
1150,3289070101009,Oncu,Cig Kofte Seti ,500g,Pre-Mix,2.99,Done,Done ,Done,
1151,3289070102006,Ciloglu,Grilling Mixture,60g,Pre-Mix,1.49,Done,Done ,Done,
1152,8691685012314,Sekeroglu,Cig Kofte Seti Vegan,500g,Pre-Mix,2.49,Done,Done ,Done,
1153,8690102511003,Oncu,Cig Kofte Seti Tavsiye,600g,Pre-Mix,2.99,Done,Done ,,
1154,8691685006344,Buhara,Paprika Flochken Scharf,400g,Spices,3.49,Done,Done ,Done,
1155,8690556205015,Buhara,Paprika Scharf Gemahlen,400g,Spices,3.49,Done,Done ,Done,
1156,8691685006368,Buhara,Schwarzer Pfeffer Gemahlen,400g,Spices,5.99,Done,Done ,Done,
1157,8690102510105,Suntat,Fish Spices,100g,Spices,1.99,Done,Done ,Done,
1158,8690556201031,Sekeroglu,Sira Tomato Paprika Sauce,500g,Spices,2.49,Done,Done ,Done,
1159,8690102500403,Buhara,Inegol Meatball Seasoning Mix,90g,Spices,1.29,Done,Done ,Done,
1160,8690102503008,Buhara,Coating Seasoning Mix,90g,Spices,1.29,Done,Done ,Done,
1161,8699924360172,Buhara,Butchers Meatball Seasoning Mix,90g,Spices,1.49,Done,Done ,Done,
1162,8690637626883,Buhara,Meatball Seasoning Mix,90g,Spices,1.29,Done,Done ,Done,
1163,8690637901010,Buhara,Adana Kebab Seasoning Mix,90g,Spices,1.49,Done,Done ,Done,
1164,8051566121090,Buhara,Meat Grill Seasoning Mix,90g,Spices,1.49,Done,Done ,Done,
1165,8051566121069,Buhara,Fish Seasoning Mix,90g,Spices,1.49,Done,Done ,Done,
1166,8690637951602,Ciloglu,Crackle Pane Mix,90g,Spices,1.49,Done,Done ,Done,
1167,8690637951589,Ajinomoto,Citir Pane harci,90g,Spices,0.99,Done,Done ,,
1168,8691685013175,Bizim ,Meatball Mix,76g,Spices,0.99,Done,Done ,Done,
1169,8051566121083,Bizim ,Kofta Harci ,85g,Spices,0.99,Done,Done ,Done,
1170,8051566121052,Bingo,Bingo Soft Keratin,1440ml,Detergents & Cleaners,3.29,Done,Done ,Done,
1171,8690802039531,Bingo,Bingo Soft Sefkatle Gul & Frezya ,1440ml,Detergents & Cleaners,3.29,Done,Done ,Done,
1172,8690637951527,Neden,Yumos Dogal Özler Hassas Ciltler,1200ml,Detergents & Cleaners,3.49,Done,Done ,Done,
1173,8690637626869,Neden,Yumus uzman Renk Koruma,1200ml,Detergents & Cleaners,3.99,Done,Done ,,
1174,8051566121045,Neden,Yumos Dogal Özler Bebek,1200ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1175,8051566121076,Neden,Yumos Uzman Kirisiklik Karsiti,1200ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1176,8051566121779,Bingo,Bingo Fresh Multi Purpose Cleaner,1000ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1177,8001480711914,Bingo,Bingo Soft Sakayih Bahari,1440ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1178,8001480023178,Bingo,Bingo Soft Summer ,1440ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1179,8001480712782,Bingo,Bingo Fresh Multi Purpose Cleaner,1000ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1180,8001480021914,Bingo,Bingo Soft Askla Gül ,1440ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1181,8001480023215,Asperox,Sari Güc Ultra Degreaser Cleaner,1000ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1182,8690536904044,Eyup,Gizli Bahce,500ml,Detergents & Cleaners,3.99,Done,Done ,,Not Done
1183,8001480023222,Yumos,Sprey Comfort Spring,500ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1184,9000101412543,Eyrup Sabri Tuncer,Gizli Bahce Bahar Tazeligi,500ml,Detergents & Cleaners,3.99,Done,Done ,,
1185,8690637895159,Eyrup Sabri Tuncer,Gizli Bahce Japon Kiraz Cicegi,500ml,Detergents & Cleaners,3.99,Done,Done ,,
1186,86900652,Eyrup Sabri Tuncer,Gizli Bahce Lavanta Esintisi,500ml,Detergents & Cleaners,3.99,Done,Done ,,
1187,5413149799035,Yumos,Yumos Sprey Lavanta,500ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1188,4015000971126,Marmara,Limon Cicegi Kolonyasi,400ml,Detergents & Cleaners,5.99,Done,Done ,Done,
1189,4084500083554,Eyrup Sabri Tuncer,Gizli Bahce Okyanus Ferahligi,500ml,Detergents & Cleaners,3.99,Done,Done ,,
1190,8690637068768,Camsakizi,Warmwachs zur Haarentfernung,240g,Detergents & Cleaners,2.49,Done,Done ,Done,
1191,8690637727887,Eyrup Sabri Tuncer,Tiras Kolonyasi,250ml,Detergents & Cleaners,7.99,Done,Done ,,
1192,8697464090009,Sesu,IIik Agda,250g,Detergents & Cleaners,2.49,Done,Done ,Done,
1193,8690637069864,Arko,Yeni Zeytinyagi,250ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1194,8001480021822,Eyrup Sabri Tuncer,Tutun,150ml,Detergents & Cleaners,2.79,Done,Done ,,
1195,8691685020692,Souda,Henne Light Red Souda,90g,Detergents & Cleaners,2.99,Done,Done ,Done,
1196,8691685019443,Masria,Henne Burning Red ,90g,Detergents & Cleaners,2.99,Done,Done ,,
1197,8691685002421,El Cahira,Henne Mahagonirot,90g,Detergents & Cleaners,2.99,Done,Done ,Done,
1198,8697901988975,Eyrup Sabri Tuncer,Kolonya Okyanus,400ml,Detergents & Cleaners,6.49,Done,Done ,,
1199,8697901987039,Taris,Green Tea Cologne,300ml,Detergents & Cleaners,4.99,Done,Done ,Done,
1200,8697901987046,Eyrup Sabri Tuncer,Kolonya klasik Limon,400ml,Detergents & Cleaners,6.49,Done,Done ,,
1201,8697901987022,Bogazici,Limon Kolonyasi,400ml,Detergents & Cleaners,3.78,Done,Done ,,
1202,8691685013892,Eyrup Sabri Tuncer,Kolonya Tutun,400ml,Detergents & Cleaners,6.49,Done,Done ,,
1203,8690506429331,Taris,Floral Olive Cologne,300ml,Detergents & Cleaners,4.99,Done,Done ,Done,
1204,8690605061036,Bogazici,Limon Kolonyasi,200ml,Detergents & Cleaners,1.99,Done,Done ,,
1205,8697404777816,Taris,Tobacco Cologne ,300ml,Detergents & Cleaners,4.99,Done,Done ,Done,
1206,8697404777809,Taris,Lemon Cologne,300ml,Detergents & Cleaners,4.99,Done,Done ,Done,
1207,8690973372406,Rose Natura,Spray Bottle,225ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1208,8690605032494,Cif,Ultra Serum Power and Shine,750ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1209,8691685013199,Cif,Leke Uzmani,750ml,Detergents & Cleaners,2.99,Done,Done ,,
1210,8691685019535,Dasty,Professional Fettloser,750ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1211,8691685014783,Dasty,Professional Badezimmer,750ml,Detergents & Cleaners,3.99,Done,Done ,,
1212,8718951307711,Vim,WC Temizleyici,1000ml,Detergents & Cleaners,3.49,Done,Done ,Done,
1213,8699300286126,Vim,Sirkeli Kirec Cozucu,1000ml,Detergents & Cleaners,3.49,Done,Done ,Done,
1214,8699924362626,Eyrup Sabri Tuncer,Dogal Macadamia Sampuan,600ml,Detergents & Cleaners,6.99,Done,Done ,,
1215,8699924362619,Dasty,Professional Super Cleaner,750ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1216,8699924362602,Dasty,Professional Inox,750ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1217,8680512626060,Por Coz,Firin Coz,750ml,Detergents & Cleaners,2.99,Done,Done ,,
1218,8718951453777,Vim,Beyaz Sabun,750ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1219,8690637936357,Cif ,Power and Shine Muf´tfak Yemek Hazirlanan,750ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1220,8690637936388,Dasty,Professional Super Antikalk,750ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1221,8690637936296,Dasty,Glaser and Oberflachen Professional Camlar,750ml,Detergents & Cleaners,2.99,Done,Done ,,
1222,8690637904721,Dasty,Gel Allzweckreininger,750ml,Detergents & Cleaners,2.99,Done,Done ,,
1223,8690637936302,Ace Ultra, Genel Kullanim Camasir Suyu Icermez,700ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1224,8886467011221,Ace Ultra,Mutfak Kopuk Camasir Suyu ,700ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1225,8690973389848,Ace Ultra,Kopuk Genel Kullanim Camasir Suyu,700ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1226,8699924360998,Ace  ,Bahar Ferahligi Uzun Sureli Parfum,1.1kg,Detergents & Cleaners,3.99,Done,Done ,Done,
1227,8001841810461,Ace Ultra,Yogun Camasir Suyu Okra,810g,Detergents & Cleaners,3.49,Done,Done ,Done,
1228,8001841665375,Bingo,Nefes Aldiran Hijyen,750ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1229,8006540166055,Ace Ultra,Yogun Camasir Suyu Lemon,810g,Detergents & Cleaners,3.49,Done,Done ,Done,
1230,8001841664903,Pril,Losyon Aloe Vera,769g,Detergents & Cleaners,3.49,Done,Done ,Done,
1231,8001841665290,Domestos,Hijyen Programi IO Yasinda,806g,Detergents & Cleaners,3.29,Done,Done ,Done,
1232,8051566122882,Pril,Power Yeni Limon Kokulu,675g,Detergents & Cleaners,3.49,Done,Done ,Done,
1233,8051566122929,Fairy,Temiz ve Ferah Elma Kokulu,650ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1234,8697464092805,Pril,Limette Original,675ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1235,8697464092997,Fairy,Temiz ve Ferah Nar Kokulu,650ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1236,8697464093888,Cif,Krem Amonyak,500ml,Detergents & Cleaners,2.49,Done,Done ,Done,
1237,8697464093475,Cif,Krem Frezya ve Muge Cicegi,500ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1238,8697464093857,Klorak,Camasir Suyu Egede Temizligin Adi,940ml,Detergents & Cleaners,3.49,Done,Done ,Done,
1239,8697464093512,Cif,Krem Limon ,500ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1240,8690637907678,Ace,Camasir Suyu Klasik ,1.1kg,Detergents & Cleaners,4.29,Done,Done ,Done,
1241,8690802020010,Eyup Sabri Tuncer,Okyanus Dogal Zeytinyagli,500ml,Detergents & Cleaners,3.99,Done,Done ,,
1242,8690802037957,Eyup Sabri Tuncer,Dogal Zeytinyagli Bebek Yagi,280ml,Detergents & Cleaners,2.49,Done,Done ,Done,
1243,8690802051298,Eyup Sabri Tuncer,Dogal Zeytinyagli Doganin Besleyivci Etkisi,?,Detergents & Cleaners,,Done,Done ,,
1244,8697464090115,Baran,Helen Beyaz Adacayi,300g,Detergents & Cleaners,1.49,Done,Done ,Done,
1245,8690802038879,Baran,Helen Pink Grapefruit,300g,Detergents & Cleaners,1.49,Done,Done ,Done,
1246,,Baran,Helen Grape Seed,300g,Detergents & Cleaners,1.49,Done,Done ,Done,
1247,,Baran,Helen Rosemary Mint,300g,Detergents & Cleaners,1.99,Done,Done ,Done,
1248,,Eyup Sabri Tuncer,Bodrum Mandalinasi,?,Detergents & Cleaners,3.99,Done,Done ,Done,
1249,,Duru,Saf & Dogal Klasic,280g,Detergents & Cleaners,1.95,Done,Done ,Done,
1250,,Dalin,Bebek Sampuani,500ml,Detergents & Cleaners,5.49,Done,Done ,Done,
1251,,Ulker,Komili Sac ve Vucut Sampuani Meyveler,300 ml,Detergents & Cleaners,1.99,Done,Done ,Done,
1252,,Ulker,Komili Sac ve Vucut Sampuani cilek,300 ml,Detergents & Cleaners,1.99,Done,Done ,Done,
1253,,Hunca Care,Argan & Olive Oil Hair Conditioner,400 ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1254,,Dalin,Baby Shampoo with Camomile Extract,200 ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1255,,Ace,Camasir Suyu Klasik ,1 l,Detergents & Cleaners,6.49,Done,Done ,,
1256,,Eyup Sabri Tuncer,Okyanus Dogal Zeytinyagli Kopuk Sabun,?,Detergents & Cleaners,,Done,Done ,Done,
1257,,Eyup Sabri Tuncer,Dogal Zeytinyagli El ve Vucut Losyonu,?,Detergents & Cleaners,1.49,Done,Done ,Done,
1258,,Eyup Sabri Tuncer,Dogal Zeytinyagli Bebek Yagi,280 ml,Detergents & Cleaners,1.49,Done,Done ,,
1259,,Eyup Sabri Tuncer,Dogal Hindistan Cevizi Sutlu,600 ml,Detergents & Cleaners,4.99,Done,Done ,Done,
1260,,Eyup Sabri Tuncer,Bursa Seftali Cicegi Sivi Sabun,500 ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1261,,Eyup Sabri Tuncer,Dogal Macadamia Yagli Dus Jeli,600 ml,Detergents & Cleaners,4.79,Done,Done ,Done,
1262,,Yeni,"Haci Sakir Kuru, Yipranmis Saclar Icin",500 ml,Detergents & Cleaners,2.49,Done,Done ,,
1263,,MKozmetik,Herbal Hair Naturface Laurel Shampoo,400 ml,Detergents & Cleaners,5.99,Done,Done ,Done,
1264,,Rasitoglu,Hairfly Shampoo Mit Arganol,400ml,Detergents & Cleaners,5.99,Done,Done ,Done,
1265,,Rasitoglu,Hairfly Shampoo Mit Schwarzkummelol,400 ml,Detergents & Cleaners,5.99,Done,Done ,Done,
1266,,Rasitoglu,Hairfly Shampoo Mit Brennessel Extrakt,400 ml ,Detergents & Cleaners,5.99,Done,Done ,Done,
1267,,Bioblas,Botanic Oils Olive Oil Shampoo,510 ml,Detergents & Cleaners,7.99,Done,Done ,Done,
